10,1,127196250.0,127196250.0,71856846.82595506,70374000.0
10,3,380796250.0,380796250.0,212681758.15571085,197174000.0
10,5,634396250.0,634396250.0,353506669.48546666,323974000.0
25,1,287295000.0,287295000.0,168153356.8371053,158952000.0
25,3,860095000.0,860095000.0,497831938.6361163,445352000.0
25,5,1432895000.0,1432895000.0,827515963.5741955,731752000.0
50,1,499155000.0,499155000.0,293061500.3469485,276168000.0
50,3,1494355000.0,1494355000.0,867677673.8639889,773768000.0
50,5,2489555000.0,2489555000.0,1442293756.2522004,1271368000.0
75,1,726864375.0,726864375.0,427104005.80082875,402153000.0
75,3,2176064375.0,2176064375.0,1264555728.8140578,1126753000.0
75,5,3625264375.0,3625264375.0,2102007451.827287,1851353000.0
100,1,995701875.0,995701875.0,585140247.7684623,550893000.0
100,3,2980901875.0,2980901875.0,1732466954.7169585,1543493000.0
100,5,4966101875.0,4966101875.0,2879793661.665455,2536093000.0
