10,1,634396250.0,723176875.0,128699090.07702968,6974000.0
10,3,1902396250.0,2169489375.0,383048018.7704804,6974000.0
10,5,3170396250.0,3615801875.0,637396947.4639311,6974000.0
25,1,1432895000.0,1432895000.0,436808414.70485914,1304552000.0
25,3,4296895000.0,4296895000.0,1301388233.5803885,3882152000.0
25,5,7160895000.0,7160895000.0,2165968052.455918,6459752000.0
50,1,2489555000.0,2489555000.0,1387704988.8613195,2266568000.0
50,3,7465555000.0,7465555000.0,4151640504.8003473,6744968000.0
50,5,12441555000.0,12441555000.0,6915576020.739375,11223368000.0
75,1,3625264375.0,3625264375.0,846100055.631545,3300553000.0
75,3,10871264375.0,10871264375.0,2511487182.1111474,9821953000.0
75,5,18117264375.0,18117264375.0,4176874308.59075,16343353000.0
100,1,4966101875.0,4966101875.0,1729820864.9743652,4521293000.0
100,3,14892101875.0,14892101875.0,5157324823.269493,13454693000.0
100,5,24818101875.0,24818101875.0,8584828781.564621,22388093000.0
