10,1,697400000
10,3,824200000
10,5,951000000
25,1,1575200000
25,3,1861600000
25,5,2148000000
50,1,2736800000
50,3,3234400000
50,5,3732000000
75,1,3985300000
75,3,4709900000
75,5,5434500000
100,1,5459300000
100,3,6451900000
100,5,7444500000
