10,1,1268000000
10,3,2536000000
10,5,3804000000
25,1,2864000000
25,3,5728000000
25,5,8592000000
50,1,4976000000
50,3,9952000000
50,5,14928000000
75,1,7246000000
75,3,14492000000
75,5,21738000000
100,1,9926000000
100,3,19852000000
100,5,29778000000
