10,1,317063400.0,317063400.0,61559273.92729832,260574000.0
10,3,951063400.0,951063400.0,174716226.07688704,767774000.0
10,5,1585063400.0,1585063400.0,287843404.73930573,1274974000.0
25,1,716143200.0,716143200.0,280517674.58584356,588552000.0
25,3,2148143200.0,2148143200.0,824401335.8961011,1734152000.0
25,5,3580143200.0,3580143200.0,1368284997.2063587,2879752000.0
50,1,1244248800.0,1244248800.0,269476846.8489558,1022568000.0
50,3,3732248800.0,3732248800.0,768264224.4557447,3012968000.0
50,5,6220248800.0,6220248800.0,1267051602.0625336,5003368000.0
75,1,1811862300.0,1811862300.0,393745157.25745076,1489053000.0
75,3,5434862300.0,5434862300.0,1122711114.165722,4387453000.0
75,5,9057862300.0,9057862300.0,1851677071.073993,7285853000.0
100,1,2481996300.0,2481996300.0,2011317973.6707048,2039793000.0
100,3,7444996300.0,7444996300.0,6013919135.9504175,6010193000.0
100,5,12407996300.0,12407996300.0,10016524720.890427,9980593000.0
