10,1,63463400.0,63463400.0,32644558.634025577,38357000.0
10,3,190263400.0,190263400.0,94765540.2357938,101757000.0
10,5,317063400.0,317063400.0,156880744.36826986,165157000.0
25,1,143343200.0,143343200.0,76358765.22805075,86636000.0
25,3,429743200.0,429743200.0,221770233.21408033,229836000.0
25,5,716143200.0,716143200.0,367187021.2041354,373036000.0
50,1,249048800.0,249048800.0,133069793.79973945,150524000.0
50,3,746648800.0,746648800.0,386522116.8213097,399324000.0
50,5,1244248800.0,1244248800.0,639974346.2709521,648124000.0
75,1,362662300.0,362662300.0,193930321.81442177,219191500.0
75,3,1087262300.0,1087262300.0,563314433.154311,581491500.0
75,5,1811862300.0,1811862300.0,932698544.4942001,943791500.0
100,1,496796300.0,496796300.0,265687318.2714969,300261500.0
100,3,1489396300.0,1489396300.0,771751422.5255363,796561500.0
100,5,2481996300.0,2481996300.0,1277815526.7795758,1292861500.0
