10,1,665700000
10,3,729100000
10,5,792500000
25,1,1503600000
25,3,1646800000
25,5,1790000000
50,1,2612400000
50,3,2861200000
50,5,3110000000
75,1,3804150000
75,3,4166450000
75,5,4528750000
100,1,5211150000
100,3,5707450000
100,5,6203750000
