10,1,951000000
10,3,1585000000
10,5,2219000000
25,1,2148000000
25,3,3580000000
25,5,5012000000
50,1,3732000000
50,3,6220000000
50,5,8708000000
75,1,5434500000
75,3,9057500000
75,5,12680500000
100,1,7444500000
100,3,12407500000
100,5,17370500000
