10,1,1902000000
10,3,4438000000
10,5,6974000000
25,1,4296000000
25,3,10024000000
25,5,15752000000
50,1,7464000000
50,3,17416000000
50,5,27368000000
75,1,10869000000
75,3,25361000000
75,5,39853000000
100,1,14889000000
100,3,34741000000
100,5,54593000000
