10,1,634396250.0,733062500.0,6657000.0,291957000.0
10,3,1902396250.0,2199187500.0,6657000.0,862557000.0
10,5,3170396250.0,3665312500.0,6657000.0,1433157000.0
25,1,1432895000.0,1723140625.0,179483221.65281677,444636000.0
25,3,4296895000.0,5168890625.0,531879959.1694649,1303836000.0
25,5,7160895000.0,8614640625.0,884276696.6861131,2163036000.0
50,1,2489555000.0,2489555000.0,746767903.2702006,2389724000.0
50,3,7465555000.0,7465555000.0,2230649961.226463,7116924000.0
50,5,12441555000.0,12441555000.0,3714532019.182725,11844124000.0
75,1,3625264375.0,3625264375.0,1357422437.08228,3479891500.0
75,3,10871264375.0,10871264375.0,4058878669.796299,10363591500.0
75,5,18117264375.0,18117264375.0,6760334902.510318,17247291500.0
100,1,4966101875.0,4966101875.0,1565092927.6601968,4766961500.0
100,3,14892101875.0,14892101875.0,4675637973.520712,14196661500.0
100,5,24818101875.0,24818101875.0,7786183019.381227,23626361500.0
