10,1,64985000.0,776732500.0,149374831.77170563,6403400.0
10,3,191785000.0,2330032500.0,446344391.7597346,6403400.0
10,5,318585000.0,3883332500.0,743313951.7477635,6403400.0
25,1,146780000.0,146780000.0,507365508.1481264,143343200.0
25,3,433180000.0,433180000.0,1516820864.2406363,401103200.0
25,5,719580000.0,719580000.0,2526276220.3331466,658863200.0
50,1,255020000.0,255020000.0,1616921713.8117461,249048800.0
50,3,752620000.0,752620000.0,4844003181.070287,696888800.0
50,5,1250220000.0,1250220000.0,8071084648.328828,1144728800.0
75,1,371357500.0,371357500.0,980058215.038939,362662300.0
75,3,1095957500.0,1095957500.0,2924510211.3610697,1014802300.0
75,5,1820557500.0,1820557500.0,4868962207.683201,1666942300.0
100,1,508707500.0,508707500.0,2010310264.648398,496796300.0
100,3,1501307500.0,1501307500.0,6012152724.063251,1390136300.0
100,5,2493907500.0,2493907500.0,10013995183.478104,2283476300.0
