10,1,13076250.0,13076250.0,15925030.918184636,12743400.0
10,3,38436250.0,38436250.0,47134876.13180619,25423400.0
10,5,63796250.0,63796250.0,78344721.34542774,38103400.0
25,1,29535000.0,29535000.0,37272742.42345399,28783200.0
25,3,86815000.0,86815000.0,110331560.32439211,57423200.0
25,5,144095000.0,144095000.0,183395599.72132173,86063200.0
50,1,51315000.0,51315000.0,64951926.341803916,50008800.0
50,3,150835000.0,150835000.0,192299294.52666152,99768800.0
50,5,250355000.0,250355000.0,319646567.1851122,149528800.0
75,1,74724375.0,74724375.0,94657063.06669404,72822300.0
75,3,219644375.0,219644375.0,280254471.95070696,145282300.0
75,5,364564375.0,364564375.0,465851880.83471996,217742300.0
100,1,102361875.0,102361875.0,129681311.28654796,99756300.0
100,3,300881875.0,300881875.0,383953716.6102688,199016300.0
100,5,499401875.0,499401875.0,638226121.9339895,298276300.0
