10,1,635585000.0,1347332500.0,248958052.95284274,6974000.0
10,3,1903585000.0,4041832500.0,743907319.5995576,6974000.0
10,5,3171585000.0,6736332500.0,1238856586.2462726,6974000.0
25,1,1435580000.0,1435580000.0,845609180.2468774,1304552000.0
25,3,4299580000.0,4299580000.0,2528034773.734394,3882152000.0
25,5,7163580000.0,7163580000.0,4210460367.221911,6459752000.0
50,1,2494220000.0,2494220000.0,2694819286.940589,2266568000.0
50,3,7470220000.0,7470220000.0,8073288399.0381565,6744968000.0
50,5,12446220000.0,12446220000.0,13451757511.135723,11223368000.0
75,1,3632057500.0,3632057500.0,1633421280.993519,3300553000.0
75,3,10878057500.0,10878057500.0,4874174608.19707,9821953000.0
75,5,18124057500.0,18124057500.0,8114927935.400621,16343353000.0
100,1,4975407500.0,4975407500.0,3350503977.005845,4521293000.0
100,3,14901407500.0,14901407500.0,10020241409.363932,13454693000.0
100,5,24827407500.0,24827407500.0,16689978841.72202,22388093000.0
