10,1,128385000.0,128385000.0,138424186.20729694,70374000.0
10,3,381985000.0,381985000.0,412461851.4976325,197174000.0
10,5,635585000.0,635585000.0,686499516.787968,323974000.0
25,1,289980000.0,289980000.0,323995756.5157188,158952000.0
25,3,862780000.0,862780000.0,965537751.4071187,445352000.0
25,5,1435580000.0,1435580000.0,1607085110.084843,731752000.0
50,1,503820000.0,503820000.0,564684045.2536567,276168000.0
50,3,1499020000.0,1499020000.0,1682856058.5841136,773768000.0
50,5,2494220000.0,2494220000.0,2801027980.785742,1271368000.0
75,1,733657500.0,733657500.0,822969661.9557345,402153000.0
75,3,2182857500.0,2182857500.0,2452605447.2787747,1126753000.0
75,5,3632057500.0,3632057500.0,4082241232.6018157,1851353000.0
100,1,1005007500.0,1005007500.0,1127484646.3251834,550893000.0
100,3,2990207500.0,2990207500.0,3360120400.387122,1543493000.0
100,5,4975407500.0,4975407500.0,5592756154.44906,2536093000.0
