10,1,792500000
10,3,1109500000
10,5,1426500000
25,1,1790000000
25,3,2506000000
25,5,3222000000
50,1,3110000000
50,3,4354000000
50,5,5598000000
75,1,4528750000
75,3,6340250000
75,5,8151750000
100,1,6203750000
100,3,8685250000
100,5,11166750000
