10,1,1268396250.0,1357176875.0,240006411.224731,7608000.0
10,3,3804396250.0,4071489375.0,714332791.7611661,7608000.0
10,5,6340396250.0,6785801875.0,1188659172.2976012,7608000.0
25,1,2864895000.0,2864895000.0,814588665.2604129,2594784000.0
25,3,8592895000.0,8592895000.0,2426913192.352617,7749984000.0
25,5,14320895000.0,14320895000.0,4039237719.4448204,12905184000.0
50,1,4977555000.0,4977555000.0,2587808959.004478,4508256000.0
50,3,14929555000.0,14929555000.0,7742175191.4313135,13465056000.0
50,5,24881555000.0,24881555000.0,12896541423.858149,22421856000.0
75,1,7248264375.0,7248264375.0,1577849017.8033006,6564876000.0
75,3,21740264375.0,21740264375.0,4683570956.37337,19607676000.0
75,5,36232264375.0,36232264375.0,7789292894.94344,32650476000.0
100,1,9929101875.0,9929101875.0,3225862989.8159723,8992956000.0
100,3,29781101875.0,29781101875.0,9617694695.825806,26859756000.0
100,5,49633101875.0,49633101875.0,16009526401.83564,44726556000.0
