10,1,760800000
10,3,1014400000
10,5,1268000000
25,1,1718400000
25,3,2291200000
25,5,2864000000
50,1,2985600000
50,3,3980800000
50,5,4976000000
75,1,4347600000
75,3,5796800000
75,5,7246000000
100,1,5955600000
100,3,7940800000
100,5,9926000000
