10,1,887600000
10,3,1394800000
10,5,1902000000
25,1,2004800000
25,3,3150400000
25,5,4296000000
50,1,3483200000
50,3,5473600000
50,5,7464000000
75,1,5072200000
75,3,7970600000
75,5,10869000000
100,1,6948200000
100,3,10918600000
100,5,14889000000
