10,1,634063400.0,639709300.0,114418066.12688519,6974000.0
10,3,1902063400.0,1919121300.0,336595292.4882994,6974000.0
10,5,3170063400.0,3198533300.0,558772518.8497137,6974000.0
25,1,1432143200.0,1432143200.0,387410610.0083363,1304552000.0
25,3,4296143200.0,4296143200.0,1142700671.4774837,3882152000.0
25,5,7160143200.0,7160143200.0,1897922826.7763247,6459752000.0
50,1,2488248800.0,2488248800.0,1219584242.7181485,2266568000.0
50,3,7464248800.0,7464248800.0,3633919266.3708344,6744968000.0
50,5,12440248800.0,12440248800.0,6048254290.0235195,11223368000.0
75,1,3623362300.0,3623362300.0,756625697.4974295,3300553000.0
75,3,10869362300.0,10869362300.0,2211363857.7088013,9821953000.0
75,5,18115362300.0,18115362300.0,3666102017.920173,16343353000.0
100,1,4963496300.0,4963496300.0,1532047173.4227276,4521293000.0
100,3,14889496300.0,14889496300.0,4526018198.61458,13454693000.0
100,5,24815496300.0,24815496300.0,7519989223.806432,22388093000.0
