10,1,635585000.0,635585000.0,185245755.52529576,514808000.0
10,3,1903585000.0,1903585000.0,549246687.0935583,1529208000.0
10,5,3171585000.0,3171585000.0,913247618.6618208,2543608000.0
25,1,1435580000.0,1435580000.0,880579453.6476566,1162784000.0
25,3,4299580000.0,4299580000.0,2630700145.9826436,3453984000.0
25,5,7163580000.0,7163580000.0,4380820838.317631,5745184000.0
50,1,2494220000.0,2494220000.0,815440234.7644964,2020256000.0
50,3,7470220000.0,7470220000.0,2420449123.1031737,6001056000.0
50,5,12446220000.0,12446220000.0,4025458011.441851,9981856000.0
75,1,3632057500.0,3632057500.0,1191678989.6338007,2941876000.0
75,3,10878057500.0,10878057500.0,3537361524.2396235,8738676000.0
75,5,18124057500.0,18124057500.0,5883044058.845447,14535476000.0
100,1,4975407500.0,4975407500.0,6446283369.9212,4029956000.0
100,3,14901407500.0,14901407500.0,19325950192.756546,11970756000.0
100,5,24827407500.0,24827407500.0,32205620169.610157,19911556000.0
