10,1,160085000.0,160085000.0,99747714.5136208,133457000.0
10,3,477085000.0,477085000.0,295748216.1273006,387057000.0
10,5,794085000.0,794085000.0,491748717.7409804,640657000.0
25,1,361580000.0,361580000.0,474158167.34873813,301436000.0
25,3,1077580000.0,1077580000.0,1416530847.836808,874236000.0
25,5,1793580000.0,1793580000.0,2358903528.324878,1447036000.0
50,1,628220000.0,628220000.0,439092219.400407,523724000.0
50,3,1872220000.0,1872220000.0,1303327774.6596947,1518924000.0
50,5,3116220000.0,3116220000.0,2167563329.9189825,2514124000.0
75,1,914807500.0,914807500.0,641677920.2026343,762641500.0
75,3,2726307500.0,2726307500.0,1904737746.5288465,2211841500.0
75,5,4537807500.0,4537807500.0,3167797572.8550587,3661041500.0
100,1,1253157500.0,1253157500.0,3471077976.6143365,1044711500.0
100,3,3734657500.0,3734657500.0,10406280873.022755,3029911500.0
100,5,6216157500.0,6216157500.0,17341487783.63624,5015111500.0
