10,1,646680000
10,3,672040000
10,5,697400000
25,1,1460640000
25,3,1517920000
25,5,1575200000
50,1,2537760000
50,3,2637280000
50,5,2736800000
75,1,3695460000
75,3,3840380000
75,5,3985300000
100,1,5062260000
100,3,5260780000
100,5,5459300000
