10,1,1268396250.0,1367062500.0,6974000.0,577574000.0
10,3,3804396250.0,4101187500.0,6974000.0,1718774000.0
10,5,6340396250.0,6835312500.0,6974000.0,2859974000.0
25,1,2864895000.0,3155140625.0,316047894.4160395,874952000.0
25,3,8592895000.0,9464890625.0,936937384.3263245,2593352000.0
25,5,14320895000.0,15774640625.0,1557826874.236609,4311752000.0
50,1,4977555000.0,4977555000.0,1315733924.809401,4754568000.0
50,3,14929555000.0,14929555000.0,3930192788.827577,14208968000.0
50,5,24881555000.0,24881555000.0,6544651652.845754,23663368000.0
75,1,7248264375.0,7248264375.0,2391558648.1507287,6923553000.0
75,3,21740264375.0,21740264375.0,7151267248.646859,20690953000.0
75,5,36232264375.0,36232264375.0,11910975849.142988,34458353000.0
100,1,9929101875.0,9929101875.0,2757445107.260866,9484293000.0
100,3,29781101875.0,29781101875.0,8237929235.681773,28343693000.0
100,5,49633101875.0,49633101875.0,13718413364.10268,47203093000.0
