10,1,635585000.0,1426500000.0,6657000.0,291957000.0
10,3,1903585000.0,4279500000.0,6657000.0,862557000.0
10,5,3171585000.0,7132500000.0,6657000.0,1433157000.0
25,1,1435580000.0,3760062500.0,474156044.58335686,444636000.0
25,3,4299580000.0,11278062500.0,1413880677.9610853,1303836000.0
25,5,7163580000.0,18796062500.0,2353605311.3388133,2163036000.0
50,1,2494220000.0,2494220000.0,1984945242.9977756,2389724000.0
50,3,7470220000.0,7470220000.0,5941964064.214476,7116924000.0
50,5,12446220000.0,12446220000.0,9898982885.431173,11844124000.0
75,1,3632057500.0,3632057500.0,3610825214.343962,3479891500.0
75,3,10878057500.0,10878057500.0,10814708501.581348,10363591500.0
75,5,18124057500.0,18124057500.0,18018591788.818733,17247291500.0
100,1,4975407500.0,4975407500.0,4160440799.2106256,4766961500.0
100,3,14901407500.0,14901407500.0,12455227588.171997,14196661500.0
100,5,24827407500.0,24827407500.0,20750014377.13337,23626361500.0
